1699046033.2540457,-0.37
1699046033.2681532,-0.72
1699046033.2837927,-1.07
1699046033.297581,-1.39
1699046033.311406,-1.72
1699046033.3200817,-2.05
1699046033.3264906,-2.35
1699046033.3328817,-2.66
1699046033.3396726,-2.97
1699046033.346199,-3.27
1699046033.3524802,-3.57
1699046033.3588717,-3.86
1699046033.3655326,-4.14
1699046033.372221,-4.42
1699046033.38011,-4.68
1699046033.3876133,-4.94
1699046033.3951886,-5.2
1699046033.4056194,-5.43
1699046033.4120457,-5.67
1699046033.4182591,-5.9
1699046033.424521,-6.14
1699046033.4310105,-6.38
1699046033.4371507,-6.63
1699046033.4435785,-6.84
1699046033.4498718,-7.06
1699046033.4565191,-7.26
1699046033.4633338,-7.48
1699046033.4697146,-7.69
1699046033.4759521,-7.91
1699046033.4826403,-8.1
1699046033.4892445,-8.31
1699046033.4959424,-8.51
1699046033.5022151,-8.69
1699046033.508372,-8.88
1699046033.5150535,-9.05
1699046033.5221114,-9.24
1699046033.5290022,-9.42
1699046033.5352516,-9.6
1699046033.5419693,-9.77
1699046033.5492015,-9.93
1699046033.5556653,-10.1
1699046033.5625124,-10.25
1699046033.5687084,-10.4
1699046033.574969,-10.55
1699046033.5813298,-10.7
1699046033.5878835,-10.86
1699046033.596384,-10.99
1699046033.604885,-11.14
1699046033.6119647,-11.28
1699046033.6196578,-11.41
1699046033.627755,-11.53
1699046033.6353593,-11.67
1699046033.642693,-11.78
1699046033.6498542,-11.92
1699046033.657398,-12.04
1699046033.6650372,-12.16
1699046033.6728086,-12.27
1699046033.680858,-12.38
1699046033.689791,-12.5
1699046033.6970417,-12.61
1699046033.703851,-12.72
1699046033.7109425,-12.82
1699046033.7172618,-12.93
1699046033.723736,-13.01
1699046033.730699,-13.11
1699046033.7380128,-13.21
1699046033.7443435,-13.29
1699046033.7511027,-13.38
1699046033.7575834,-13.48
1699046033.7641718,-13.57
1699046033.7709637,-13.66
1699046033.7772312,-13.74
1699046033.7843428,-13.83
1699046033.791105,-13.91
1699046033.7974207,-13.99
1699046033.804185,-14.08
1699046033.81158,-14.16
1699046033.8190532,-14.23
1699046033.8266597,-14.3
1699046033.8340268,-14.37
1699046033.8414326,-14.44
1699046033.8492737,-14.5
1699046033.8562977,-14.56
1699046033.8640244,-14.63
1699046033.8706827,-14.69
1699046033.8768487,-14.76
1699046033.8831954,-14.82
1699046033.8898473,-14.88
1699046033.8960721,-14.93
1699046033.9027786,-14.99
1699046033.9093711,-15.06
1699046033.91546,-15.1
1699046033.921803,-15.18
1699046033.9283714,-15.23
1699046033.9351404,-15.27
1699046033.9415727,-15.34
1699046033.9483008,-15.39
1699046033.9547656,-15.44
1699046033.9611561,-15.48
1699046033.967895,-15.53
1699046033.9746196,-15.56
1699046033.9811807,-15.61
1699046033.9876518,-15.64
1699046033.9939713,-15.69
1699046034.0005414,-15.74
1699046034.00743,-15.78
1699046034.0143237,-15.82
1699046034.0208929,-15.88
1699046034.0273204,-15.91
1699046034.0335774,-15.96
1699046034.04003,-16.0
1699046034.0465808,-16.04
1699046034.0532365,-16.07
1699046034.0596328,-16.11
1699046034.0659018,-16.15
1699046034.0723224,-16.17
1699046034.0792706,-16.21
1699046034.0863614,-16.24
1699046034.0928295,-16.28
1699046034.099074,-16.31
1699046034.105388,-16.35
1699046034.1119995,-16.39
1699046034.118575,-16.42
1699046034.1251986,-16.46
1699046034.131504,-16.49
1699046034.137914,-16.51
1699046034.1442327,-16.54
1699046034.1510715,-16.57
1699046034.1572988,-16.6
1699046034.1641176,-16.65
1699046034.171194,-16.65
1699046034.177193,-16.68
1699046034.1838698,-16.71
1699046034.190869,-16.74
1699046034.1976216,-16.76
1699046034.2040868,-16.79
1699046034.2105231,-16.81
1699046034.2168498,-16.84
1699046034.223473,-16.86
1699046034.2299333,-16.89
1699046034.2369363,-16.9
1699046034.2431972,-16.93
1699046034.2495608,-16.96
1699046034.2565224,-16.98
1699046034.2634923,-17.0
1699046034.2708688,-17.01
1699046034.2773163,-17.05
1699046034.2835202,-17.07
1699046034.290241,-17.08
1699046034.297174,-17.1
1699046034.3042,-17.11
1699046034.31308,-17.13
1699046034.3198206,-17.13
1699046034.3264189,-17.13
1699046034.3331873,-17.15
1699046034.3398716,-17.16
1699046034.3462956,-17.19
1699046034.3535202,-17.2
1699046034.360213,-17.22
1699046034.3684855,-17.24
1699046034.3751385,-17.24
1699046034.382207,-17.25
1699046034.3893929,-17.28
1699046034.395843,-17.26
1699046034.4020808,-17.28
1699046034.4082382,-17.29
1699046034.414486,-17.31
1699046034.4209232,-17.32
1699046034.4273975,-17.33
1699046034.4337587,-17.36
1699046034.4424384,-17.37
1699046034.4506857,-17.37
1699046034.4572937,-17.38
1699046034.463945,-17.4
1699046034.4701989,-17.41
1699046034.4769108,-17.44
1699046034.4831042,-17.44
1699046034.4906867,-17.44
1699046034.4975748,-17.45
1699046034.5042114,-17.45
1699046034.510387,-17.47
1699046034.5166678,-17.48
1699046034.5235894,-17.49
1699046034.5317936,-17.5
1699046034.5381758,-17.51
1699046034.5447235,-17.52
1699046034.5508258,-17.53
1699046034.557092,-17.54
1699046034.565578,-17.56
1699046034.5719216,-17.56
1699046034.5783393,-17.57
1699046034.5860066,-17.58
1699046034.5937517,-17.59
1699046034.6011512,-17.58
1699046034.6083724,-17.58
1699046034.6152,-17.59
1699046034.6215112,-17.6
1699046034.6290379,-17.6
1699046034.6352432,-17.61
1699046034.641876,-17.62
1699046034.6504273,-17.62
1699046034.6576903,-17.62
1699046034.6639957,-17.63
1699046034.671757,-17.66
1699046034.6780539,-17.66
1699046034.684218,-17.67
1699046034.6914334,-17.67
1699046034.6978683,-17.66
1699046034.7041748,-17.67
1699046034.7104864,-17.67
1699046034.7180424,-17.69
1699046034.725039,-17.69
1699046034.7320037,-17.7
1699046034.7394,-17.7
1699046034.7477934,-17.7
1699046034.756157,-17.71
1699046034.7660983,-17.72
1699046034.772973,-17.72
1699046034.7811291,-17.74
1699046034.7891114,-17.75
1699046034.7967825,-17.76
1699046034.805845,-17.76
1699046034.8126602,-17.77
1699046034.819758,-17.79
1699046034.8277183,-17.79
1699046034.8360639,-17.8
1699046034.8430202,-17.8
1699046034.8491728,-17.82
1699046034.8557327,-17.83
1699046034.8620884,-17.84
1699046034.8685653,-17.85
1699046034.8749511,-17.86
1699046034.8812847,-17.88
1699046034.890046,-17.88
1699046034.8965626,-17.88
1699046034.9039788,-17.89
1699046034.9104297,-17.9
1699046034.9166553,-17.9
1699046034.9231012,-17.91
1699046034.9291399,-17.92
1699046034.9353476,-17.92
1699046034.9424589,-17.93
1699046034.9489164,-17.93
1699046034.9572928,-17.94
1699046034.964603,-17.95
1699046034.9726236,-17.94
1699046034.9806402,-17.95
1699046034.988953,-17.96
1699046034.9963923,-17.96
1699046035.004243,-17.96
1699046035.01216,-17.97
1699046035.0204382,-17.97
1699046035.0283313,-17.98
1699046035.0361092,-18.0
1699046035.0431964,-18.0
1699046035.0524976,-18.01
1699046035.0604062,-18.02
1699046035.0686212,-18.02
1699046035.076202,-18.02
1699046035.0829544,-18.03
1699046035.0892963,-18.02
1699046035.0958333,-18.03
1699046035.1043434,-18.03
1699046035.1116436,-18.04
1699046035.1189709,-18.04
1699046035.1253538,-18.02
1699046035.131738,-18.02
1699046035.1380796,-18.02
1699046035.1447413,-18.04
1699046035.1520236,-18.03
1699046035.1583056,-18.03
1699046035.1646082,-18.03
1699046035.1710095,-18.03
1699046035.1787677,-18.03
1699046035.186818,-18.04
1699046035.1947246,-18.02
1699046035.201895,-18.0
1699046035.2081096,-18.01
1699046035.2143939,-18.02
1699046035.2207737,-18.02
1699046035.2272224,-18.04
1699046035.2335165,-18.04
1699046035.2395809,-18.04
1699046035.2459028,-18.04
1699046035.2522886,-18.06
1699046035.2587035,-18.06
1699046035.2649946,-18.07
1699046035.271059,-18.07
1699046035.2773395,-18.07
1699046035.28372,-18.08
1699046035.2899435,-18.08
1699046035.2961817,-18.08
1699046035.3022637,-18.08
1699046035.3086216,-18.07
1699046035.3149989,-18.06
1699046035.3211343,-18.05
1699046035.3273127,-18.04
1699046035.3336256,-18.02
1699046035.3400784,-18.02
1699046035.346622,-18.02
1699046035.3530962,-18.01
1699046035.3594804,-18.01
1699046035.3658211,-17.99
1699046035.3723178,-17.99
1699046035.3790138,-17.99
1699046035.3852668,-17.99
1699046035.391466,-17.99
1699046035.397609,-18.01
1699046035.404873,-18.01
1699046035.4123545,-18.01
1699046035.4187396,-18.0
1699046035.4263222,-18.01
1699046035.433154,-18.01
1699046035.4398785,-18.0
1699046035.4463558,-17.99
1699046035.4541376,-17.99
1699046035.4613044,-18.01
1699046035.468922,-18.0
1699046035.4759545,-18.0
1699046035.4824212,-18.01
1699046035.4886801,-18.02
1699046035.4950724,-18.02
1699046035.501566,-18.02
1699046035.5080445,-18.03
1699046035.5140817,-18.03
1699046035.5203228,-18.04
1699046035.5275168,-18.03
1699046035.53397,-18.04
1699046035.5402277,-18.05
1699046035.547054,-18.05
1699046035.5533433,-18.05
1699046035.5623112,-18.05
1699046035.5692313,-18.06
1699046035.5760899,-18.07
1699046035.583333,-18.09
1699046035.5906563,-18.11
1699046035.5982358,-18.14
1699046035.6044414,-18.18
1699046035.6114366,-18.19
1699046035.6211424,-18.22
1699046035.6293297,-18.24
1699046035.6376922,-18.28
1699046035.6459079,-18.32
1699046035.6533463,-18.35
1699046035.660402,-18.4
1699046035.6666682,-18.44
1699046035.6737242,-18.48
1699046035.6818721,-18.5
1699046035.6886895,-18.56
1699046035.6955457,-18.59
1699046035.7020252,-18.63
1699046035.709045,-18.68
1699046035.7159054,-18.74
1699046035.7239304,-18.79
1699046035.7317197,-18.84
1699046035.7393587,-18.88
1699046035.7461832,-18.92
1699046035.7527034,-18.98
1699046035.759155,-19.02
1699046035.7654064,-19.06
1699046035.7718277,-19.09
1699046035.7782183,-19.13
1699046035.7892556,-19.17
1699046035.796185,-19.2
1699046035.802985,-19.23
1699046035.8113017,-19.26
1699046035.8188095,-19.3
1699046035.8256493,-19.33
1699046035.8320503,-19.38
1699046035.838322,-19.41
1699046035.8460338,-19.41
1699046035.852334,-19.43
1699046035.8590236,-19.43
1699046035.865818,-19.42
1699046035.8722758,-19.41
1699046035.8793678,-19.39
1699046035.8866677,-19.4
1699046035.8943973,-19.37
1699046035.9020784,-19.33
1699046035.9098783,-19.29
1699046035.9173431,-19.25
1699046035.9243422,-19.2
1699046035.9324703,-19.17
1699046035.939548,-19.14
1699046035.9487138,-19.09
1699046035.9575725,-19.06
1699046035.9642508,-19.04
1699046035.9723668,-19.03
1699046035.9801104,-19.03
1699046035.9864678,-19.02
1699046035.9930713,-19.04
1699046036.0005944,-19.07
1699046036.008824,-19.1
1699046036.0163279,-19.16
1699046036.0233896,-19.21
1699046036.0296235,-19.26
1699046036.0369804,-19.35
1699046036.0452936,-19.42
1699046036.0524728,-19.5
1699046036.0592315,-19.58
1699046036.0654936,-19.67
1699046036.0727947,-19.74
1699046036.080169,-19.85
1699046036.087847,-19.97
1699046036.094953,-20.11
1699046036.1037161,-20.27
1699046036.1113288,-20.42
1699046036.1183195,-20.6
1699046036.125331,-20.71
1699046036.1324918,-20.78
1699046036.1397986,-20.99
1699046036.1468778,-21.16
1699046036.1553905,-21.42
1699046036.1615226,-21.61
1699046036.1683998,-21.82
1699046036.1754835,-22.02
1699046036.1828349,-22.23
1699046036.1898012,-22.46
1699046036.196927,-22.71
1699046036.2035463,-22.96
1699046036.2104301,-23.19
1699046036.217238,-23.45
1699046036.2239785,-23.71
1699046036.2302556,-24.0
1699046036.2394412,-24.24
1699046036.2458103,-24.61
1699046036.2532833,-24.93
1699046036.2605045,-25.23
1699046036.267324,-25.53
1699046036.2735553,-25.85
1699046036.2795677,-26.11
1699046036.2858064,-26.37
1699046036.292416,-26.7
1699046036.298746,-27.0
1699046036.3051083,-27.3
1699046036.3114765,-27.64
1699046036.3182578,-28.01
1699046036.3242893,-28.35
1699046036.330867,-28.67
1699046036.3371737,-29.0
1699046036.345106,-29.35
1699046036.3514938,-29.7
1699046036.35789,-30.01
1699046036.3646562,-30.34
1699046036.3717248,-30.69
1699046036.378057,-31.01
1699046036.3856108,-31.29
1699046036.3926969,-31.66
1699046036.3992867,-31.93
1699046036.4056082,-32.2
1699046036.4124088,-32.46
1699046036.420244,-32.74
1699046036.4264133,-33.02
1699046036.433736,-33.26
1699046036.4409401,-33.6
1699046036.4493606,-34.01
1699046036.4556935,-34.41
1699046036.4619894,-34.77
1699046036.4696045,-35.31
1699046036.4768946,-35.97
1699046036.4836128,-36.7
1699046036.4901202,-37.34
1699046036.4989188,-38.46
1699046036.5051897,-39.39
1699046036.5116332,-40.32
1699046036.5177872,-41.31
1699046036.5241795,-42.26
1699046036.5302207,-43.38
1699046036.536428,-44.41
1699046036.5432112,-45.65
1699046036.549803,-47.03
1699046036.556193,-48.38
1699046036.562484,-49.65
1699046036.569063,-51.01
1699046036.5761294,-52.41
1699046036.5824597,-54.01
1699046036.588807,-55.45
1699046036.595405,-56.97
1699046036.603015,-58.74
1699046036.6102839,-60.58
1699046036.6168504,-62.41
1699046036.623407,-63.85
1699046036.631006,-65.16
1699046036.6387804,-66.35
1699046036.6452408,-67.25
1699046036.6517556,-67.68
1699046036.6589875,-67.88
1699046036.6671305,-67.94
1699046036.6741722,-67.59
1699046036.6810396,-66.92
1699046036.688566,-66.32
1699046036.695724,-65.69
1699046036.7030015,-64.62
1699046036.7100992,-63.09
1699046036.7163737,-61.66
1699046036.723101,-60.1
1699046036.7293613,-58.46
1699046036.7354872,-57.06
1699046036.7431915,-55.53
1699046036.7502263,-53.91
1699046036.7568436,-52.3
1699046036.7630851,-50.76
1699046036.7692494,-49.19
1699046036.776161,-47.55
1699046036.7830374,-45.68
1699046036.7892702,-43.92
1699046036.796156,-42.09
1699046036.8022885,-40.39
1699046036.8086188,-38.67
1699046036.814905,-37.01
1699046036.8212943,-35.28
1699046036.8275073,-33.59
1699046036.8337529,-31.99
1699046036.8399181,-30.5
1699046036.8459442,-29.06
1699046036.852161,-27.61
1699046036.8583765,-26.19
1699046036.8647976,-24.78
1699046036.8715897,-23.35
1699046036.8777092,-21.87
1699046036.8837445,-20.66
1699046036.8898652,-19.5
1699046036.8961494,-18.37
1699046036.9030092,-17.24
1699046036.9096837,-16.0
1699046036.9158893,-14.94
1699046036.9222162,-13.93
1699046036.9284158,-12.93
1699046036.934866,-11.97
1699046036.9410763,-11.02
1699046036.9490674,-10.1
1699046036.9562254,-9.08
1699046036.9640481,-8.19
1699046036.9714463,-7.43
1699046036.977737,-6.8
1699046036.98394,-6.49
1699046036.9903793,-6.21
1699046036.9966402,-6.05
1699046037.003178,-5.96
1699046037.0093741,-5.88
1699046037.015738,-5.91
1699046037.0219526,-5.96
1699046037.0282862,-6.06
1699046037.0348682,-6.19
1699046037.04124,-6.33
1699046037.0475893,-6.56
1699046037.05387,-6.85
1699046037.0603383,-7.19
1699046037.0667021,-7.53
1699046037.0727923,-7.99
1699046037.0789704,-8.56
1699046037.0853577,-9.22
1699046037.0917697,-10.01
1699046037.0980637,-10.92
1699046037.1043973,-11.97
1699046037.1111581,-13.09
1699046037.1173828,-14.3
1699046037.1239,-15.61
1699046037.1301785,-16.94
1699046037.1368048,-18.34
1699046037.143582,-19.73
1699046037.1496732,-21.08
1699046037.1557894,-22.41
1699046037.162165,-23.66
1699046037.1685002,-24.95
1699046037.174877,-26.21
1699046037.181143,-27.3
1699046037.1929107,-28.25
1699046037.20063,-28.35
1699046037.2080543,-27.5
1699046037.2147453,-26.41
1699046037.2208905,-25.41
1699046037.2276762,-25.72
1699046037.2345116,-26.9
1699046037.2424028,-28.34
1699046037.250997,-29.93
1699046037.2570233,-30.97
1699046037.2638047,-31.62
1699046037.2710485,-32.04
1699046037.2783048,-32.17
1699046037.2857559,-32.41
1699046037.2930954,-32.66
1699046037.3014865,-32.78
1699046037.3091605,-32.69
1699046037.315854,-32.56
1699046037.3222516,-32.47
